,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,Corrected
14,14,6/7/2025,12:56.4,3,3,"Garayzar, Raul",814340,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,1,Top,0,2,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.84377,0.215819,-3.447194,2335.393693,242.547381,2:00,5.63105,2.49359,5.55261,-24.06852,9.01855,15.2178,3.82736,0.53685,84.1846,-4.261976,-0.738882,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.68095,4.82181,-2.20549,50,5.63403,7.39591,-134.52612,-0.37508,-15.8152,30.77639,-23.38954,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,45fafca0-43ba-11f0-bf07-e94b9748e067,91.04451,NA,NA,8.65917,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,12:56.4,2025-06-07T12:12:56.4456960-04:00,2025-06-07T16:12:56.4456960Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,df2a8484-ca48-4adf-9221-f40d19bab4c0,54.94412,-135.6525,15.3882,5.6321,0.48095,-11.69477,-2.48677,7.97473,-7.9076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
15,15,6/7/2025,13:16.4,3,4,"Garayzar, Raul",814340,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,1,Top,0,3,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.80036,-1.31328,-3.427111,2318.758273,249.23741,2:15,5.60188,2.42505,5.38967,-26.61265,7.30532,16.3654,2.1509,0.57302,83.82141,-6.211659,-0.520776,0.419166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.16493,4.37504,-2.13052,50,5.46582,7.20443,-133.02401,-4.06779,-16.40314,28.84236,-24.34371,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,51d13ad0-43ba-11f0-bf07-e94b9748e067,89.9224,NA,NA,7.97895,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,13:16.4,2025-06-07T12:13:16.3600896-04:00,2025-06-07T16:13:16.3600896Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,c9477e6c-fdc4-4c72-be02-912de0a55f49,55.10797,-134.12696,14.42118,5.60358,-3.13688,-12.17185,-2.41801,7.83169,-8.20157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
16,16,6/7/2025,13:35.8,3,5,"Garayzar, Raul",814340,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,1,Top,0,3,1,Sinker,Sinker,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,91.40114,-0.242947,-3.378345,2243.830736,244.163089,2:15,5.54487,2.48875,5.76908,-25.08305,8.50894,15.40753,3.22813,0.62515,83.6027,-4.904264,-0.624153,0.417147,101.72054,-7.458821,30.851957,NA,NA,NA,NA,23.23065,23.23065,25.446826,0.143081,-8.90689,4.69591,-2.21912,50,5.50946,7.18065,-132.64455,-1.44228,-15.884,28.1186,-23.7997,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,5d62a7d0-43ba-11f0-bf07-e94b9748e067,90.35767,3.32595,NA,7.79843,NA,NA,NA,3.41198,3.32595,-0.72648,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,13:35.8,2025-06-07T12:13:35.8316544-04:00,2025-06-07T16:13:35.8316544Z,GroundBall,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,06fd8e5e-0bae-489f-ab70-0509e92cdf5f,54.73127,-133.64374,14.0593,5.54569,-0.59656,-11.89985,-2.48431,7.74508,-7.942,326.344419,3.41269,126.92863,-29.18906,NA,NA,NA,NA,NA,NA,3.3268,-19.44612,-26.63532,NA,NA,NA,NA,NA,NA,-0.72653,75.86484,-7.16403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
17,17,6/7/2025,14:26.3,4,1,"Garayzar, Raul",814340,Right,ARI_WIL,"Gallaher, Gavin",703555,Right,NOR_TAR,Undefined,1,Top,1,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.39319,-1.217996,-3.538332,1776.144805,258.68769,2:30,5.56575,2.32503,5.24379,-35.41254,4.38799,16.3606,1.46771,0.35895,78.34592,-7.643055,-0.639247,0.454063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.09859,2.80417,-2.01255,50,5.42705,6.8874,-122.47139,-3.90429,-14.0013,21.20113,-27.85886,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,7b80ebf0-43ba-11f0-bf07-e94b9748e067,83.01154,NA,NA,6.04726,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,14:26.3,2025-06-07T12:14:26.3011840-04:00,2025-06-07T16:14:26.3011840Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,c704416d-41f5-422f-8718-1db5985e9289,55.25709,-123.3781,10.60056,5.56854,-2.71286,-13.92943,-2.3199,7.48619,-7.00065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
18,18,6/7/2025,14:47.6,4,2,"Garayzar, Raul",814340,Right,ARI_WIL,"Gallaher, Gavin",703555,Right,NOR_TAR,Undefined,1,Top,1,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.46376,-2.044874,-4.004753,2501.318842,211.562492,1:00,5.94734,2.2976,5.51764,-24.27277,9.30579,5.14567,2.00718,-1.02412,84.84875,-6.494955,-3.09063,0.417064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.55103,5.48457,-1.95193,50,5.7525,9.05488,-132.61338,-5.64029,-6.41609,24.47469,-22.26435,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,88232cb0-43ba-11f0-bf07-e94b9748e067,90.37572,NA,NA,6.61501,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,14:47.6,2025-06-07T12:14:47.6229120-04:00,2025-06-07T16:14:47.6229120Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,e07544f9-a1e0-4174-8dbf-b94a83d67545,54.98106,-133.52951,12.23734,5.94803,-4.8069,-11.13217,-2.29537,9.29505,-3.20804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
19,19,6/7/2025,15:08.5,4,3,"Garayzar, Raul",814340,Right,ARI_WIL,"Gallaher, Gavin",703555,Right,NOR_TAR,Undefined,1,Top,1,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.39775,-0.158083,-3.731819,2271.927843,170.725309,11:45,5.73153,2.15739,5.44853,-32.64057,8.90989,-1.26382,2.86317,-1.4466,76.26673,-6.132672,-3.955951,0.463937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28386,4.89528,-1.82665,50,5.69505,7.84693,-119.52039,-1.43925,-0.4151,20.66981,-25.01531,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,94afe9a0-43ba-11f0-bf07-e94b9748e067,81.24466,NA,NA,6.13103,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,15:08.5,2025-06-07T12:15:08.5211136-04:00,2025-06-07T16:15:08.5211136Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,6a3d5aca-9e19-459b-a748-ca76ff97496a,55.04958,-120.3905,10.33491,5.73347,-0.38622,-12.50765,-2.15734,7.86441,-0.20755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
20,20,6/7/2025,15:30.8,4,4,"Garayzar, Raul",814340,Right,ARI_WIL,"Gallaher, Gavin",703555,Right,NOR_TAR,Undefined,1,Top,1,1,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,83.6848,-0.30673,-3.356919,1808.530243,264.534692,2:45,5.60431,2.4056,5.38993,-37.58077,3.08205,18.90438,2.18461,0.83118,76.79116,-7.173491,0.002496,0.458955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.45422,1.99752,-2.11947,50,5.55031,6.33143,-121.37672,-1.99229,-15.61728,23.44937,-29.19,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,a1ec95a0-43ba-11f0-bf07-e94b9748e067,82.12663,NA,NA,6.89364,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,15:30.8,2025-06-07T12:15:30.7563008-04:00,2025-06-07T16:15:30.7563008Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,ac3ab9b7-b1f3-467d-9efd-745d2b06be42,55.10979,-122.35992,11.72469,5.60818,-0.76839,-14.595,-2.39867,6.98624,-7.80864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
21,21,6/7/2025,16:12.7,5,1,"Garayzar, Raul",814340,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,1,Top,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.17017,-1.71224,-4.402373,1931.434106,257.563076,2:30,5.55952,2.38114,5.31881,-34.69207,4.81331,16.1306,1.05641,-0.41426,78.20281,-8.03472,-1.544317,0.452376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.37245,3.22201,-1.99424,50,5.37879,8.81364,-123.30402,-4.95324,-14.44535,24.263,-27.20809,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,bafb1300-43ba-11f0-bf07-e94b9748e067,83.32106,NA,NA,6.96736,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,16:12.7,2025-06-07T12:16:12.7226368-04:00,2025-06-07T16:16:12.7226368Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,c768c5b2-f7da-4076-b07e-5a8e016648d8,55.18097,-124.31932,12.1315,5.56224,-3.8147,-13.60405,-2.3757,9.41812,-7.22267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
22,22,6/7/2025,16:33.8,5,2,"Garayzar, Raul",814340,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,1,Top,2,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.46772,-1.497347,-3.04442,2537.84321,211.190632,1:00,5.95308,2.11012,5.70262,-16.80147,15.12902,8.60536,3.1555,-0.01212,86.23581,-4.647173,-1.508296,0.4067,77.54777,51.777382,-144.716344,3934.317692,NA,NA,NA,NA,46.27585,NA,NA,-5.16229,8.36819,-1.86028,50,5.81698,6.83972,-135.7112,-4.11558,-9.73406,26.62134,-16.39499,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,c77e0bf0-43ba-11f0-bf07-e94b9748e067,92.67871,49.6732,NA,7.23191,NA,NA,NA,1.32951,3.145,0.0326,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,16:33.8,2025-06-07T12:16:33.8165760-04:00,2025-06-07T16:16:33.8165760Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,1d995db0-dff8-44f3-a8b2-21e8b144f78c,54.79688,-136.64892,13.31067,5.95178,-3.53808,-8.19749,-2.10724,7.1826,-4.86703,11.938336,1.32951,-57.44434,-2.69809,1.73505,1.21286,-4.32319,6.25766,-4.79109,1.53525,3.145,89.3526,-33.07439,4.54469,0.1363,-2.5503,3.78175,-2.88998,0.92269,0.0326,-40.64811,2.57094,0.08955,0.45796,-1.43152,2.07427,-1.59145,0.5109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
23,23,6/7/2025,16:59.2,5,3,"Garayzar, Raul",814340,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,1,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.68996,-2.823054,-4.420829,2422.454062,206.821089,1:00,6.10293,2.1701,5.73025,-16.4819,15.80458,7.45402,2.09039,-1.33397,85.49097,-5.930333,-3.093147,0.408961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.03221,9.15335,-1.80554,50,5.85673,10.1383,-135.5112,-7.23267,-9.34654,29.92891,-15.17313,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,d691c1e0-43ba-11f0-bf07-e94b9748e067,92.16637,NA,NA,8.19899,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,16:59.2,2025-06-07T12:16:59.1844352-04:00,2025-06-07T16:16:59.1844352Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,8cf2b54a-b647-430d-9f61-22afdaad0f27,54.76639,-136.55984,14.96446,6.10083,-6.70104,-7.58657,-2.16651,10.46578,-4.67327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
24,24,6/7/2025,17:21.0,5,4,"Garayzar, Raul",814340,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,1,Top,2,2,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.29923,-1.36294,-4.107604,1899.016278,255.348729,2:30,5.54988,2.63191,5.22302,-33.05766,4.71288,13.37639,1.51019,-0.12172,79.93921,-7.389018,-1.741526,0.442332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.91221,3.05248,-2.26328,50,5.399,8.49577,-126.40634,-4.25558,-12.79079,25.97538,-27.23945,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,e39842b0-43ba-11f0-bf07-e94b9748e067,85.2131,NA,NA,7.36002,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,17:21.0,2025-06-07T12:17:20.9850368-04:00,2025-06-07T16:17:20.9850368Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,ec036e07-afbd-413f-9253-70a263e04136,55.27651,-127.48601,12.98769,5.55235,-3.12337,-13.61972,-2.62746,9.02742,-6.3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
25,25,6/7/2025,17:55.5,5,5,"Garayzar, Raul",814340,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,1,Top,2,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.71805,-2.289974,-3.998736,2571.096161,214.931311,1:15,5.99294,2.11386,5.63959,-16.14623,16.02564,10.4854,2.50484,-0.7487,85.81267,-5.331125,-2.132149,0.408234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.42555,9.06634,-1.7807,50,5.78778,9.01838,-135.75224,-5.97439,-12.02819,28.8483,-15.20251,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,f8420660-43ba-11f0-bf07-e94b9748e067,92.33038,NA,NA,7.90538,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,17:55.5,2025-06-07T12:17:55.5016192-04:00,2025-06-07T16:17:55.5016192Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,1997524a-bed1-48b0-b48c-ae1d0cda07b4,54.85892,-136.78089,14.42415,5.99115,-5.43231,-7.60126,-2.10992,9.44727,-6.01409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
26,26,6/7/2025,18:26.1,5,6,"Garayzar, Raul",814340,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,1,Top,2,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.85989,-2.493799,-3.302001,2502.796055,195.787307,12:30,5.98398,2.08003,5.74889,-19.19367,13.30792,3.48595,2.05756,-0.7069,85.47344,-6.069975,-2.67946,0.410321,78.91526,-28.048419,73.650205,NA,NA,NA,NA,5.86199,5.86199,51.240012,0.039853,-2.65386,7.74563,-1.80783,50,5.7648,7.61757,-134.65285,-6.5271,-4.90154,27.60606,-17.86837,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,0a763630-43bb-11f0-bf07-e94b9748e067,91.86082,2.17432,NA,7.38645,NA,NA,NA,2.52115,2.17432,0.65509,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,18:26.1,2025-06-07T12:18:26.1374464-04:00,2025-06-07T16:18:26.1374464Z,GroundBall,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,db342155-d740-458a-9a09-776ae814b998,54.75004,-135.62319,13.80303,5.98319,-5.89903,-8.93418,-2.07861,7.78986,-2.45077,NA,2.5207,28.82559,NA,NA,NA,NA,NA,NA,NA,2.17518,-54.55794,NA,NA,NA,NA,NA,NA,NA,0.65354,98.25876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
